;Siachen Glacier (frozen);Nagorno-Karabakh (frozen);Mongolia (frozen);India (frozen);Nepal (frozen);Philippines (frozen)
2009-02-01;105,110534;104,125831;102,746889;103,560804;143,048612;91,768567
2009-03-01;104,671145;110,766313;110,028215;101,521883;137,112019;90,830853
2009-04-01;104,730368;118,250034;120,743109;99,826204;132,395895;90,585114
2009-05-01;104,760043;122,381806;121,026864;98,456898;130,26829;90,970585
2009-06-01;104,970607;122,82532;122,199676;98,046631;127,974678;90,097104
2009-07-01;105,138401;119,67111;124,330211;96,384468;126,124214;90,363784
2009-08-01;106,025435;111,270905;123,436699;95,444985;122,620891;91,827448
2009-09-01;107,227063;120,927978;119,974665;96,009877;123,183204;91,354305
2009-10-01;119,894953;119,473373;121,549217;95,631783;126,135835;90,272261
2009-11-01;102,680768;117,397866;115,022528;94,178534;127,871607;91,172691
2009-12-01;101,622102;115,126227;106,683069;94,549071;129,664431;92,211297
2010-01-01;93,063439;109,153817;95,606263;97,842527;133,570382;94,127351
2010-02-01;99,654002;107,464397;102,607667;102,739989;136,753494;95,669524
2010-03-01;97,35119;115,295695;111,238977;103,597663;129,097474;97,405092
2010-04-01;95,748479;121,107241;122,840293;101,625879;124,576048;95,556027
2010-05-01;98,189962;122,360702;122,664251;99,097758;123,869472;94,097159
2010-06-01;101,364823;122,592998;122,864936;96,945766;123,663707;93,931742
2010-07-01;101,808231;120,267275;125,54127;94,397784;123,146946;95,196336
2010-08-01;101,450929;126,878634;126,08551;96,517243;117,629875;95,584679
2010-09-01;103,126492;128,836669;134,605957;96,799317;120,089196;94,728176
2010-10-01;101,433857;140,694363;136,670696;94,108568;122,962502;94,106238
2010-11-01;99,56331;122,946021;133,06175;90,691131;124,459672;95,188211
2010-12-01;99,443166;123,045229;124,946497;90,312383;125,263939;95,780583
2011-01-01;99,275587;109,800252;113,486382;93,028323;127,445212;97,506158
2011-02-01;98,565889;106,171813;119,70037;95,809116;128,927153;96,436214
2011-03-01;97,585404;116,777063;125,386617;97,444984;126,272602;96,877414
2011-04-01;95,48524;124,048163;135,522389;97,825977;123,902075;97,289313
2011-05-01;96,157489;125,388051;134,870775;96,655541;121,775215;95,499766
2011-06-01;98,151011;121,232827;137,026644;94,703935;96,410769;91,647897
2011-07-01;99,351101;127,15879;139,737213;94,039943;116,823829;90,355491
2011-08-01;101,721708;128,86873;138,675824;93,889885;114,847335;98,878028
2011-09-01;105,723388;128,407027;134,385155;94,664072;114,832871;93,159277
2011-10-01;105,853213;126,43189;136,904012;91,734515;118,377717;93,684422
2011-11-01;104,945533;123,060322;131,103488;89,416819;119,565405;95,785193
2011-12-01;104,048641;118,880711;120,421776;89,968833;118,862277;95,123139
2012-01-01;103,496032;108,318695;109,059092;91,285194;121,85133;94,624304
2012-02-01;102,303891;104,374444;116,516612;91,726947;123,04419;94,258982
2012-03-01;101,573257;113,525302;123,105471;94,773858;119,736223;95,32756
2012-04-01;100,614767;120,827366;135,007749;92,149509;115,337733;94,862278
2012-05-01;102,174772;125,905958;134,349587;92,834713;111,782297;94,543245
2012-06-01;104,971785;126,084866;136,420882;93,383454;109,74922;92,803386
2012-07-01;104,791074;127,55968;168,771335;94,321404;111,725463;92,758333
2012-08-01;103,708137;128,808547;143,347665;94,584203;111,877472;92,21784
2012-09-01;105,167969;130,756134;140,328539;96,229019;112,862074;92,932794
2012-10-01;104,185547;130,315474;145,882837;98,519287;113,022277;93,666348
2012-11-01;102,748431;126,819435;142,869208;95,612566;113,951289;96,578829
2012-12-01;101,045269;126,060732;131,673294;94,820637;115,339417;98,66254
2013-01-01;99,941629;117,908647;115,411844;96,803361;119,181372;99,60744
2013-02-01;97,954348;113,243789;121,740068;100,071606;118,491608;97,636311
2013-03-01;97,205859;123,61432;130,682136;100,090958;115,081473;97,760591
2013-04-01;96,750639;131,898881;142,847834;98,211736;113,429323;97,162214
2013-05-01;96,301313;136,614219;139,461496;97,407951;113,483056;94,511841
2013-06-01;95,956489;133,058734;140,906426;99,521748;90,996401;91,495416
2013-07-01;97,822448;130,367908;146,804691;100,837424;112,720638;79,630094
2013-08-01;99,854617;130,949614;148,322732;99,353995;111,771577;90,175525
2013-09-01;105,356114;131,988455;145,117679;99,100533;114,328188;90,755322
2013-10-01;102,326599;130,114888;149,476984;96,827572;118,979899;92,111501
2013-11-01;102,206917;125,164158;144,588436;93,945908;120,442141;106,812407
2013-12-01;104,624233;123,668225;128,570326;92,205034;119,575881;107,050602
2014-01-01;101,905916;115,580706;111,755053;92,274803;125,639314;108,228111
2014-02-01;98,816648;112,109835;121,653625;89,100325;135,849866;108,37308
2014-03-01;100,06721;122,100939;128,145595;91,691669;127,240889;108,735255
2014-04-01;103,676241;141,191151;136,649073;81,503918;123,049977;107,320306
2014-05-01;104,242152;136,597719;132,751683;92,654856;121,726775;106,536325
2014-06-01;103,380517;131,420027;133,434132;91,125885;122,126311;105,976166
2014-07-01;116,723306;129,693953;136,571675;90,692306;125,249481;105,34748
2014-08-01;104,894772;130,901121;139,4282;91,960497;127,038614;106,504046
2014-09-01;106,199731;129,683294;139,613391;93,602029;127,544487;108,369162
2014-10-01;105,109409;128,705004;144,932225;92,403642;129,862745;108,862117
2014-11-01;109,936273;123,756759;141,349445;92,743069;131,057888;109,426983
2014-12-01;111,469715;128,207048;127,767132;94,177653;130,385147;109,640495
2015-01-01;110,654039;113,701868;112,521082;94,22547;133,915623;113,474693
2015-02-01;110,045893;112,748033;122,838404;94,125026;134,521161;113,285113
2015-03-01;109,789568;121,849739;129,546788;92,591571;129,979037;114,085738
2015-04-01;108,434716;129,902568;142,98103;91,843013;125,283056;113,469116
2015-05-01;109,363408;131,567643;143,332209;91,469906;124,419664;112,927803
2015-06-01;112,000452;128,114839;145,292891;90,897372;124,317645;111,811477
2015-07-01;112,771942;127,561915;147,311761;91,524978;128,482911;111,61461
2015-08-01;112,36456;128,256764;145,909771;91,317998;127,870376;112,946114
2015-09-01;113,854321;128,980492;143,446604;91,726011;128,647179;113,07993
2015-10-01;113,463997;127,340896;148,370272;91,530449;134,022308;110,974254
2015-11-01;113,137085;123,727742;142,019166;91,829536;138,665002;111,704298
2015-12-01;112,374903;124,85914;127,857234;102,23688;136,913337;113,493418
2016-01-01;110,913446;114,62215;111,350319;93,316556;139,829907;116,22381
2016-02-01;109,801228;112,988633;122,358181;95,572962;142,936292;113,031996
2016-03-01;112,161519;119,362333;126,926742;106,444046;134,518378;112,483725
2016-04-01;115,547781;128,990866;136,930215;91,765182;129,519438;114,033287
2016-05-01;116,781623;132,35463;134,23681;89,901374;127,384013;114,029853
2016-06-01;117,683072;127,530357;136,554482;83,873475;127,394899;112,404444
2016-07-01;118,177797;122,739862;138,603515;90,152997;126,163762;113,044946
2016-08-01;118,181946;119,607208;135,35789;91,134328;123,260287;116,634517
2016-09-01;120,45997;120,324937;133,671158;91,626969;117,031889;117,404705
2016-10-01;122,855684;119,906115;141,373855;90,06715;129,414778;115,72711
2016-11-01;123,800818;116,349524;137,151791;90,116519;131,2952;116,944183
2016-12-01;106,917127;112,726436;124,802275;100,540761;129,854269;117,867876
2017-01-01;120,159111;104,540576;108,247842;93,269777;131,821587;120,409897
2017-02-01;118,861432;105,440757;119,668666;92,455632;131,438574;118,562598
2017-03-01;118,37412;114,34569;125,980847;90,262818;128,493035;115,170019
2017-04-01;118,291025;125,120324;137,312488;90,19039;123,534812;113,053417
2017-05-01;118,596462;117,459231;134,12492;90,407114;123,869798;113,299115
2017-06-01;120,155755;118,234003;134,884726;89,757216;125,766705;113,218221
2017-07-01;120,913217;117,34446;138,693244;90,701631;127,357308;112,900584
2017-08-01;121,511459;115,190618;136,248596;90,038976;126,769117;111,705209
2017-09-01;126,164102;112,424208;133,146188;91,007718;128,468245;113,492983
2017-10-01;123,91382;112,217142;143,011749;91,526176;132,070321;115,482847
2017-11-01;125,119977;108,601134;141,235962;92,572593;132,989967;116,864449
2017-12-01;125,019354;110,301899;128,725176;95,200056;130,080448;117,931367
2018-01-01;123,550597;103,046569;110,621246;96,079608;133,884315;120,517869
2018-02-01;137,499591;104,38237;123,960411;96,431305;135,883061;117,238271
2018-03-01;120,590101;109,796022;126,583977;94,651665;132,372626;116,091169
2018-04-01;122,128852;119,955476;136,272046;93,349446;127,281054;115,966089
2018-05-01;123,259806;121,927237;134,187158;93,32676;127,508379;116,675007
2018-06-01;123,972427;132,179616;135,203285;94,993918;127,783399;115,017748
2018-07-01;129,66957;115,526396;136,953797;96,685078;129,864669;114,638021
2018-08-01;131,852016;114,096519;133,986159;97,992922;131,776157;114,873111
2018-09-01;133,826488;111,126458;130,215207;99,629725;134,673413;116,25885
2018-10-01;134,892888;110,426825;137,160553;100,50575;138,649511;110,477413
2018-11-01;137,978294;108,11036;130,720674;93,719134;140,141954;120,940944
2018-12-01;134,16593;111,147017;119,901959;103,414025;139,672252;123,242906
2019-01-01;133,851632;102,607213;105,270614;104,694102;143,586847;124,745523
2019-02-01;131,966042;102,525954;119,269484;105,091249;143,970349;121,925214
2019-03-01;131,23295;110,032161;122,416168;103,106619;137,562961;121,771009
2019-04-01;131,393461;121,246675;133,613922;101,714715;131,232144;123,366647
2019-05-01;131,310485;123,027201;130,748825;101,070971;129,259886;122,641787
2019-06-01;131,760548;117,657354;130,134056;99,311553;127,307016;118,729636
2019-07-01;132,340712;115,709026;131,455258;99,982625;127,762579;115,548237
2019-08-01;132,966526;112,242841;128,598877;101,566848;138,8;113,416191
2019-09-01;135,77868;108,281259;125,124933;101,640474;131,824101;114,375151
2019-10-01;135,782336;107,480418;132,638979;98,669318;138,103523;115,894448
2019-11-01;134,810514;104,727396;127,666694;97,270715;140,771203;118,993781
2019-12-01;133,167777;107,221251;115,992643;99,395868;139,652106;120,71066
2020-01-01;133,27859;99,547343;101,72467;106,632552;144,272514;123,079342
2020-02-01;111,14746;101,526896;116,910176;108,072034;145,953189;120,400678
2020-03-01;132,338741;108,794247;119,706173;105,779896;141,157247;119,922158
2020-04-01;129,705074;118,818239;127,330516;103,692662;133,621283;119,567648
2020-05-01;129,114932;121,249131;122,781911;102,360973;133,199995;119,220356
2020-06-01;129,339455;118,123173;123,607302;102,691136;134,797802;119,041965
2020-07-01;129,956967;115,999679;125,430517;103,729646;134,810162;116,166955
2020-08-01;131,612207;113,179723;122,205275;103,491217;134,975702;118,348281
2020-09-01;132,208523;109,541594;117,560929;104,912901;138,467599;120,547165
2020-10-01;129,9993;108,888726;122,985634;96,068073;144,51619;119,280136
2020-11-01;129,992806;105,031922;116,726673;102,01896;148,054835;119,755562
2020-12-01;129,391316;107,081323;105,907855;102,039928;145,114185;120,705748
2021-01-01;127,988113;102,24215;92,918617;102,163224;148,961197;122,437905
2021-02-01;125,913455;104,181688;106,65833;102,929292;151,296737;119,486145
2021-03-01;127,229593;109,543021;111,78184;100,527525;145,441974;119,503785
2021-04-01;128,96517;117,949797;120,874673;96,739138;136,785089;120,163438
2021-05-01;129,593758;118,233901;120,548349;95,297922;145,90028;118,670099
2021-06-01;130,298019;112,950674;123,865514;99,037807;136,37708;115,568602
2021-07-01;130,412486;110,011105;124,918815;106,563328;128,107944;113,810618
2021-08-01;130,926177;107,075175;117,845474;105,475498;136,935951;112,618085
2021-09-01;131,566186;102,409047;112,660584;105,079625;138,67115;112,89009
2021-10-01;128,888733;101,308656;119,863377;105,786713;131,881438;114,168821
2021-11-01;125,520206;99,850152;117,62048;104,931528;147,311117;116,780626
2021-12-01;122,495281;92,488033;109,311718;105,974635;146,678273;119,091238
2022-01-01;122,217084;100,617726;98,463294;108,094289;148,928097;121,33489
2022-02-01;121,917911;101,223839;113,179009;109,08713;152,170023;118,273125
2022-03-01;123,427085;105,292699;116,740564;105,437085;149,482601;117,754152
2022-04-01;123,918693;112,271258;123,270404;102,635298;141,822662;119,687143
2022-05-01;123,730747;113,595429;119,969561;88,878781;141,081022;120,057439
2022-06-01;124,336784;99,020016;122,86802;101,81326;141,849902;117,472196
2022-07-01;125,343945;103,673534;126,393136;88,922897;142,06101;117,428713
2022-08-01;127,440904;100,903024;122,26502;104,616222;141,941116;117,579948
2022-09-01;130,669346;99,069442;116,982818;105,820753;142,80091;116,800699
2022-10-01;130,996712;100,082149;119,799565;104,013437;144,859478;117,008587
2022-11-01;130,956237;98,35354;114,910546;103,853421;149,327521;118,909432
2022-12-01;132,419431;100,908629;106,751715;107,913694;148,258224;118,238742
2023-01-01;132,20919;98,127228;94,844986;108,678855;150,170486;118,099372
2023-02-01;129,350271;100,099408;105,736478;108,82261;151,177068;116,864563
2023-03-01;127,860277;104,288344;111,481068;107,821447;145,488166;119,059355
2023-04-01;128,547731;110,272384;121,80076;106,926166;138,31017;120,507245
2023-05-01;129,658091;113,632049;119,629715;104,857166;137,825052;120,323826
2023-06-01;137,656047;121,871007;121,779821;104,192929;132,852236;118,84478
2023-07-01;130,103346;103,630942;125,060859;104,43328;136,413774;118,391143
2023-08-01;133,012021;102,031681;118,781135;105,412177;137,357742;118,506274
2023-09-01;135,773398;99,268599;114,405307;107,739855;137,92246;119,761724
2023-10-01;135,734477;97,234897;119,418703;108,866599;138,707719;119,754843
2023-11-01;134,294625;94,336974;114,912173;106,990804;139,965541;121,447699
2023-12-01;137,467225;94,774668;107,489579;107,820809;131,832829;122,400358
2024-01-01;137,359025;95,755445;99,040961;109,210069;143,270049;123,203631
2024-02-01;136,609047;98,617417;110,516054;108,884381;146,31242;119,464035
2024-03-01;159,131944;104,377172;115,68953;105,901599;142,870825;117,397828
2024-04-01;134,296165;111,30239;126,293999;106,45006;135,471984;116,117648
2024-05-01;133,70325;113,498269;125,087279;107,938677;134,358479;114,062647
2024-06-01;137,145727;110,16311;130,178174;108,137196;135,11926;111,863161
2024-07-01;140,032384;104,640594;135,330525;108,656043;136,368133;113,061777
2024-08-01;142,049074;100,401889;129,86647;110,398302;136,348052;113,711314
2024-09-01;143,094637;98,042337;125,854189;118,880203;135,697648;113,175942
2024-10-01;141,863901;97,598933;127,878494;111,375378;136,936506;114,465938
2024-11-01;140,902699;95,362867;120,484403;110,366204;128,994385;119,846626
2024-12-01;137,611049;96,067568;109,669544;111,699959;128,256061;120,451942
