;Siachen Glacier (frozen);Nagorno-Karabakh (frozen);Mongolia (frozen);India (frozen);Nepal (frozen);Philippines (frozen)
2008-01-01;0,079714;-0,14678;1,003099;0,699021;8,367104;-0,267683
2008-02-01;0,691602;1,485875;1,002066;0,372298;6,097612;-1,123222
2008-03-01;0,568928;0,160282;1,00159;0,757476;6,645057;0,061437
2008-04-01;11,916468;-1,054845;0,994498;0,297104;-6,761128;0,894764
2008-05-01;-0,847059;-0,624637;1,001451;3,672777;0,833329;-0,013428
2008-06-01;0,430861;-0,069607;0,998701;0,340778;0,840648;-0,298831
2008-07-01;0,443263;0,62225;1,005516;0,305067;1,528969;0,006022
2008-08-01;7,991757;0,872307;0,999846;6,821825;1,077724;-0,164703
2008-09-01;-0,20436;0,381423;0,998142;-0,744537;-0,198355;-0,555191
2008-10-01;0,127201;-0,924638;0,992176;-1,453969;0,524368;0,136456
2008-11-01;-0,168687;-0,854221;1,004852;0,11416;0,144214;0,104943
2008-12-01;-0,182886;0,326195;1,006784;0,627752;-1,385564;-0,180665
2009-01-01;0,102902;0,670908;0,999116;1,718457;0,56828;0,78409
2009-02-01;0,028944;-0,025328;0,990352;0,675159;3,622478;0,488116
2009-03-01;-0,261954;-0,864308;0,994625;-0,363436;0,627328;-0,592051
2009-04-01;0,443848;0,070049;1,003266;-0,856271;-0,339991;-0,948429
2009-05-01;0,227891;0,613751;1,001035;-0,153617;0,459423;0,3559
2009-06-01;-0,268507;2,280748;1,002278;1,165297;0,336368;0,313202
2009-07-01;-0,509589;-0,484321;0,998485;0,457491;-0,216615;-0,311473
2009-08-01;0,272831;-9,969298;0,995771;-0,429817;-0,369105;0,864997
2009-09-01;0,467523;-0,166462;1,003917;-0,500895;-0,095854;0,552392
2009-10-01;14,960668;-0,273014;1,012938;-0,036833;-0,419861;-0,371542
2009-11-01;-0,225791;0,281915;0,999607;-0,230775;-0,175662;-0,647316
2009-12-01;-0,357081;-0,077298;0,99489;-1,92051;0,46147;-0,52813
2010-01-01;-7,932022;0,404323;0,980122;-0,134495;0,727701;-0,541078
2010-02-01;0,346821;0,323416;0,984808;1,987273;4,103061;1,214011
2010-03-01;-1,176985;0,315633;1,001213;2,629981;-0,35013;2,236269
2010-04-01;-2,126786;-0,227427;1,009644;0,991787;-1,142035;-0,075195
2010-05-01;-0,269204;-2,805396;1,005158;-0,119475;0,041487;-0,93417
2010-06-01;1,416977;-1,06908;0,998121;-0,751786;1,178076;0,098018
2010-07-01;0,964837;-4,125456;0,996681;-2,185944;0,771354;0,565966
2010-08-01;0,137996;0,162543;1,001508;0,490798;-2,030757;0,711399
2010-09-01;0,057454;1,2519;0,998947;0,747146;-0,190135;-0,005521
2010-10-01;-0,082779;14,549701;0,994853;-0,013184;-0,07905;-0,370979
2010-11-01;-0,537075;0,53866;0,998185;-1,019867;0,218639;-0,418004
2010-12-01;-0,188925;3,740874;1,006718;-2,199504;0,264543;-0,20451
2011-01-01;0,065319;-0,829361;1,009984;-0,620427;-1,031642;0,216285
2011-02-01;0,693895;-1,475793;1,001846;-0,394567;-0,251063;-0,239211
2011-03-01;0,689988;0,374855;0,996806;0,606645;-0,117236;0,108277
2011-04-01;-0,561987;0,311785;0,992399;0,708535;0,936296;1,110856
2011-05-01;-0,379256;-2,79443;0,997408;0,312381;0,979127;0,874963
2011-06-01;-0,280146;-5,11591;1,005958;-0,434366;-22,100822;-0,758671
2011-07-01;-0,740452;0,360527;1,003669;-0,214658;-0,865681;-2,191322
2011-08-01;0,008464;0,608064;0,999165;0,012361;0,063132;6,245498
2011-09-01;0,66376;-0,154382;1,000307;0,590583;-0,554802;0,22978
2011-10-01;1,090111;-0,117107;1,001416;-0,41282;0,468733;0,577862
2011-11-01;0,595447;1,238102;0,995738;-0,293563;0,54589;1,21967
2011-12-01;-0,205993;0,494349;0,997707;0,113888;-0,587423;0,221041
2012-01-01;-0,175533;-0,237745;1,003492;0,871393;-0,459738;-1,196203
2012-02-01;-0,024316;-0,278241;0,999551;-0,326639;0,333998;-0,674882
2012-03-01;-0,19001;-0,169355;0,99747;2,460588;0,717998;0,077504
2012-04-01;-0,698936;-0,957733;0,99983;-0,507431;0,316984;-0,110351
2012-05-01;0,075869;-0,902509;1,001463;0,018463;-0,776944;0,46269
2012-06-01;1,284814;0,558228;0,999173;0,484281;-1,048766;0,513083
2012-07-01;0,524585;0,869853;1,192184;0,637052;0,415989;0,250452
2012-08-01;-0,553798;-0,297725;0,999971;-0,470659;2,349146;-0,480877
2012-09-01;-0,618514;-0,088126;0,997726;-0,47365;1,61958;-0,587026
2012-10-01;0,428416;-0,164387;1,000363;2,551124;-0,725787;-0,45556
2012-11-01;0,435436;-0,170074;1,005488;0,690291;-0,727643;0,286015
2012-12-01;-0,436424;0,285338;1,017563;-0,991548;0,36228;1,093816
2013-01-01;-0,123559;0,501512;0,999158;-0,604125;0,996625;0,567971
2013-02-01;-0,142926;-1,221467;0,978908;0,695959;-0,844381;-0,37493
2013-03-01;0,060589;-0,110928;0,997595;0,262603;-1,360111;-0,097301
2013-04-01;0,68592;-0,34196;1,00371;-1,723039;0,040676;0,618246
2013-05-01;-0,093113;0,5224;0,995185;-2,418135;1,411204;-0,102357
2013-06-01;-1,553892;0,512507;0,991443;0,448263;-20,471335;-0,565898
2013-07-01;0,147805;-0,695777;1,000737;2,05562;-0,50779;-11,975295
2013-08-01;2,327915;-0,573274;1,002618;0,556967;-0,515975;-1,381698
2013-09-01;0,699899;0,403759;1,003756;0,307236;-0,2793;-1,657111
2013-10-01;-1,14254;0,258644;1,000228;0,422769;0,693802;-0,578644
2013-11-01;-0,654291;-0,007065;1,003311;-0,138178;-0,178739;0,223399
2013-12-01;2,021516;-0,309427;0,997119;-1,309142;-2,39768;-0,678942
2014-01-01;0,358661;0,247533;0,988639;-1,793481;-0,859783;-1,044906
2014-02-01;-1,484135;-0,745688;1,000682;-6,102856;6,692912;0,357136
2014-03-01;-0,404047;0,138922;1,008581;-3,250874;0,849775;0,459501
2014-04-01;3,303315;9,380939;1,001031;-12,862419;0,007847;-0,580533
2014-05-01;2,715683;0,669105;0,996267;-1,237522;-0,590417;-0,481576
2014-06-01;0,093491;-0,644219;0,993721;-1,601268;-0,389853;0,367207
2014-07-01;12,728572;-0,383648;0,991364;-1,746415;0,065048;-0,484495
2014-08-01;0,609193;0,440805;1,003782;-0,830271;2,683706;0,077261
2014-09-01;-0,143233;-0,295953;1,017151;-0,149156;0,968577;0,452033
2014-10-01;-1,146125;0,302377;1,003766;-0,709541;-0,08692;0,473011
2014-11-01;-0,492979;-0,005296;1,003564;-0,031652;-0,408365;-0,731467
2014-12-01;0,439806;5,095288;1,001728;0,804874;-0,272974;-2,118858
2015-01-01;0,282447;-0,196974;1,00038;0,207382;0,541009;-0,60977
2015-02-01;0,850153;0,847767;0,993793;-0,379797;-0,297197;0,321656
2015-03-01;0,356681;2,101024;0,987407;-0,712559;-0,131321;0,62849
2015-04-01;-0,896629;0,277907;0,997178;-0,254812;-0,131108;-0,23782
2015-05-01;-0,85286;-1,694264;1,007933;-0,072742;-0,114657;-0,240344
2015-06-01;0,386919;-1,268093;1,005461;0,17013;-0,574993;-0,074035
2015-07-01;0,590721;-0,053265;0,998172;0,505714;0,757548;0,088841
2015-08-01;-0,030621;-0,099944;0,998059;-0,121857;0,68269;1,579497
2015-09-01;0,045424;0,718408;1,003563;-0,438011;-0,972205;0,958273
2015-10-01;0,152169;-0,307026;0,998899;0,095701;-0,521827;-0,767934
2015-11-01;0,192721;-0,092898;0,996087;0,360114;1,139403;-0,807305
2015-12-01;-0,129623;0,773482;0,998649;9,374282;0,05185;0,027022
2016-01-01;-0,626661;0,080709;1,000895;-0,574806;-0,194552;0,833278
2016-02-01;-0,953264;0,085433;1,004479;0,955257;0,858602;-0,307882
2016-03-01;0,161556;-0,45009;0,998641;13,196508;-1,696592;-0,822062
2016-04-01;2,220116;-0,323291;0,997597;-0,081181;-0,142621;0,210616
2016-05-01;1,521639;0,475549;0,996924;-1,139738;0,115101;0,417138
2016-06-01;0,379402;0,446117;1,005142;-6,082164;1,516829;-0,443524
2016-07-01;-0,243821;-1,238116;1,00295;-0,076579;-0,160718;-0,020224
2016-08-01;-1,065398;-3,146454;0,994144;0,660958;-0,91426;2,969526
2016-09-01;-0,852616;-0,330711;0,996197;0,373884;-8,215876;2,195567
2016-10-01;0,908413;0,281753;1,000725;-0,46525;0,330711;0,051967
2016-11-01;1,422583;0,410369;1,004577;-0,41695;0,328798;-0,109584
2016-12-01;-15,033662;-4,384615;1,005039;8,719598;0,574379;-0,285265
2017-01-01;-0,474674;-3,677891;0,997052;0,829907;-0,338326;0,581496
2017-02-01;0,257055;-2,566674;0,992919;-0,458677;-2,719694;1,929895
2017-03-01;0,056364;-1,349946;1,003459;-1,147382;-0,519003;-0,357485
2017-04-01;-0,023653;-1,277446;1,006597;-0,062148;-0,490967;-2,306087
2017-05-01;-0,409236;-12,048375;0,999065;0,558395;-0,209775;-1,168441
2017-06-01;0,129062;-7,056361;0,993729;0,378631;0,658195;0,490383
2017-07-01;0,214759;-4,962633;0,99987;0,455014;0,394962;0,723243
2017-08-01;-0,033427;-4,373293;0,997952;-0,600499;0,208385;-0,864954
2017-09-01;2,612731;-3,520561;0,987086;-0,770553;0,314095;-0,384678
2017-10-01;-0,495655;-2,050848;1,000203;-0,072466;0,208871;0,706135
2017-11-01;0,457611;-1,723979;1,021366;0,234769;0,018364;0,190298
2017-12-01;0,990403;-1,423884;1,020348;0,665233;-0,777378;-0,183758
2018-01-01;0,47573;-0,071916;1,002947;0,301535;-0,365522;0,316977
2018-02-01;16,222096;1,348694;1,006868;-0,102763;-0,51041;0,186986
2018-03-01;-0,720338;-0,171236;0,996315;-0,20321;0,472495;-0,183984
2018-04-01;0,276786;-0,1486;0,993122;-0,344293;0,336329;-0,850726
2018-05-01;0,400614;-0,465252;0,999954;-0,561722;0,242671;0,266682
2018-06-01;-0,404561;14,104758;1,002625;0,479394;-0,660425;0,20721
2018-07-01;-0,242303;-0,391544;1,000036;0,166331;-0,241487;0,271686
2018-08-01;0,354506;0,236529;1,00226;0,017337;0,644453;-0,239651
2018-09-01;-0,090068;0,11429;0,99964;-0,393939;0,723161;-0,170663
2018-10-01;0,026463;-0,292609;1,00018;0,149713;-0,327559;-7,521057
2018-11-01;2,966802;0,136991;0,994641;-7,319658;-0,730378;0,353148
2018-12-01;-0,325341;0,786785;1,000321;0,235774;0,289263;0,736896
2019-01-01;0,288417;-0,130747;1,00091;0,016841;0,622543;-0,426736
2019-02-01;0,384446;-1,0756;1,004365;-0,42181;0,020574;-0,575999
2019-03-01;-0,136077;-0,481848;0,99467;-0,226432;-0,51417;-0,31607
2019-04-01;-0,034501;0,488119;1,004184;0,474071;0,47667;0,814273
2019-05-01;-0,082086;0,397662;1,004955;0,645132;0,269914;1,123897
2019-06-01;-0,025494;-0,354703;0,998687;-0,650374;-1,171517;0,292754
2019-07-01;-0,050283;0,131915;0,993281;-0,301097;-0,789427;-0,789242
2019-08-01;-0,608527;-0,171584;0,996757;1,46895;9,510951;-2,227388
2019-09-01;0,378422;-0,120247;0,997193;1,1816;-0,07441;-0,997193
2019-10-01;0,242129;-0,032249;1,003094;-0,585538;0,504655;-0,485401
2019-11-01;-0,11032;0,326531;1,0045;-1,323965;0,251854;0,159721
2019-12-01;-1,10244;0,402279;0,99962;-0,616879;-0,070609;0,211086
2020-01-01;0,354716;-0,488463;0,998269;0,015177;0,285177;0,206877
2020-02-01;-19,566028;-0,319719;1,018407;0,520937;0,134626;0,486608
2020-03-01;2,042367;0,100238;1,007586;0,258146;0,076958;0,427945
2020-04-01;-0,289852;-0,178163;1,002689;0,306904;-0,433367;-0,493695
2020-05-01;-0,464912;-0,213171;0,993273;-0,493232;-0,310597;-0,31974
2020-06-01;-0,266701;0,351523;0,997722;-0,118619;0,372828;1,658722
2020-07-01;0,061845;0,121152;0,99658;0,237603;-0,343098;-0,522764
2020-08-01;0,662826;0,034674;1,002914;-0,513076;-1,473641;0,930847
2020-09-01;-0,227602;0,31266;1,001478;0,163625;-0,280007;2,760145
2020-10-01;-1,635539;0,299486;1,006811;-7,302855;0,465923;0,552915
2020-11-01;-0,070444;-0,383012;1,000622;0,100254;1,151486;-0,855281
2020-12-01;0,159752;-0,725074;0,995661;-0,173357;-0,475331;-0,628731
2021-01-01;0,036282;0,212041;0,990641;-0,637246;0,156653;-0,484705
2021-02-01;-0,832783;0,256499;1,003502;0,125748;0,944516;-0,075891
2021-03-01;-0,462728;0,250764;0,999176;0,30375;0,186752;0,282344
2021-04-01;0,42337;0,427032;0,9986;-1,116659;-0,402774;0,539943
2021-05-01;0,312351;-0,351134;1,008839;-2,471675;9,84973;0,017242
2021-06-01;0,458066;-0,424727;1,021517;0,693894;-0,036963;0,284917
2021-07-01;0,231689;-0,040016;1,003883;2,805107;-8,38113;0,198482
2021-08-01;0,152846;0,379279;0,980008;0,469005;-0,220123;-0,788441
2021-09-01;0,409024;-0,373203;0,968686;-1,378853;-0,144137;-0,31453
2021-10-01;-0,129758;-1,241811;0,987797;0,019324;-11,498912;-0,108001
2021-11-01;-0,822884;-0,109946;0,999462;-0,10753;0,310007;-0,178016
2021-12-01;-2,352172;-10,265191;1,000527;-0,349152;0,372384;0,556225
2022-01-01;-0,872165;2,203494;1,007217;0,273295;-0,736971;0,383517
2022-02-01;-0,051192;0,600985;1,027265;0,942564;-0,326291;0,044034
2022-03-01;0,591766;0,015472;1,010088;-0,18803;0,628226;-0,917604
2022-04-01;0,689045;-0,043545;0,995801;-0,113899;0,234969;-0,134162
2022-05-01;0,002252;0,002246;0,99091;-13,30078;-0,013923;0,284314
2022-06-01;-0,00958;-9,640503;0,998587;-0,339838;0,054956;-0,054097
2022-07-01;-0,216312;-1,426433;1,000221;-13,843858;0,165816;0,317994
2022-08-01;-0,514372;-1,311628;1,007028;0,620483;-0,338696;0,341094
2022-09-01;-0,107589;-0,384642;1,001356;0,308017;-0,237055;-0,039569
2022-10-01;-0,25617;0,254735;0,995682;-0,983124;-1,243956;0,049571
2022-11-01;-0,100452;0,450349;0,99796;-0,586195;0,106544;0,333712
2022-12-01;1,299154;0,262369;1,005532;1,771145;0,449064;-0,927332
2023-01-01;2,099231;0,35431;0,99915;0,449674;0,378038;-2,791955
2023-02-01;0,073924;0,100495;0,993604;-0,313831;-0,156707;-1,160247
2023-03-01;-1,808545;-0,247015;0,996394;0,442163;-0,911383;0,364665
2023-04-01;-0,709785;-0,989825;1,006014;1,900601;0,047479;0,442258
2023-05-01;0,456223;0,212191;1,005793;0,287674;0,903587;-0,084272
2023-06-01;8,101597;12,745296;1,001958;-0,209008;-4,09968;0,455184
2023-07-01;-0,741894;-1,362046;1,000968;-0,369686;-0,423193;-0,198736
2023-08-01;-0,129456;0,429371;0,994923;-0,636419;0,319787;-0,519722
2023-09-01;0,333096;0,745827;0,992695;0,103036;0,840785;0,585474
2023-10-01;0,573647;-0,378939;1,001135;1,683001;-0,257221;-0,033888
2023-11-01;-0,038495;-0,715564;0,998885;0,581791;-1,988753;-0,376195
2023-12-01;-0,921194;-2,325012;1,001426;0,041907;-9,112782;0,198362
2024-01-01;0,562039;0,123544;1,013985;-0,025875;-0,408409;0,252048
2024-02-01;0,639246;0,023591;1,004147;-0,730129;0,090125;0,915738
2024-03-01;22,57277;0,254298;0,996533;-2,198586;0,452188;-0,044944
2024-04-01;-2,195092;0,130993;0,996311;-0,148558;0,107303;-0,816347
2024-05-01;-3,250809;-0,160367;0,996649;0,791861;-0,330794;-1,653492
2024-06-01;-0,525424;0,524837;1,000702;0,316387;-0,099039;-0,866377
2024-07-01;0,817699;-0,026333;1,001743;-0,211512;0,888741;0,394287
2024-08-01;0,608206;-0,493776;1,002032;-0,011881;0,488394;0,606675
2024-09-01;-0,113295;-0,186289;1,006848;6,87059;-0,018472;-0,449975
2024-10-01;-0,138316;0,188356;1,001564;0,066543;-0,300971;-0,105813
2024-11-01;0,70026;0,321596;0,998776;0,065793;-0,425142;2,523822
2024-12-01;-0,389482;-0,440659;0,993931;0,191992;-0,108504;1,869717
