;Siachen Glacier (frozen);Nagorno-Karabakh (frozen);Mongolia (frozen);India (frozen);Nepal (frozen);Philippines (frozen)
2010-01-01;101,003463;119,023895;114,987293;98,335844;126,545966;92,264332
2010-02-01;100,419129;119,399078;115,328949;98,917276;126,19959;92,960396
2010-03-01;100,096957;119,483371;115,904055;99,135161;125,921014;93,777632
2010-04-01;100,01785;119,431122;116,567907;98,995481;125,762038;94,582619
2010-05-01;100,114612;119,456368;117,131204;98,582661;125,69975;95,292503
2010-06-01;100,269782;119,75421;117,497063;97,961241;125,653343;95,844298
2010-07-01;100,356496;120,365947;117,74513;97,221371;125,519982;96,167838
2010-08-01;100,277099;121,149701;118,035618;96,419811;125,176454;96,234734
2010-09-01;100,027034;121,818499;130,376686;95,59708;124,603434;96,050195
2010-10-01;99,733716;122,154314;131,06916;94,824486;123,901912;95,672025
2010-11-01;99,510618;122,104172;131,763907;94,239356;123,266268;95,276026
2010-12-01;99,355393;121,813066;132,216292;93,9807;122,885046;95,050934
2011-01-01;99,226655;121,467332;132,314565;94,128647;122,800902;95,042343
2011-02-01;99,026918;121,268416;132,122722;94,593447;122,895225;95,141278
2011-03-01;98,718419;121,339105;131,767729;95,129752;123,004152;95,169507
2011-04-01;98,429036;121,655432;131,383721;95,503803;122,937744;95,018482
2011-05-01;98,355368;122,086959;131,095879;95,571742;122,547789;94,721699
2011-06-01;98,702446;122,47227;130,898734;95,311695;121,844876;94,412965
2011-07-01;99,534948;122,722618;130,647403;94,778034;120,937844;94,239079
2011-08-01;100,705029;122,791675;130,224686;94,099144;119,981643;94,235916
2011-09-01;101,934934;122,633459;129,646887;93,421077;119,12934;94,308211
2011-10-01;102,944921;122,200928;129,027584;92,774163;118,439708;94,33348
2011-11-01;103,559622;121,504337;128,533811;92,120348;117,914248;94,192713
2011-12-01;103,771989;120,620083;128,311415;91,470855;117,464594;93,882896
2012-01-01;103,718654;119,727334;128,39589;90,92452;116,978153;93,540887
2012-02-01;103,634828;119,09289;128,764898;90,654171;116,420007;93,378351
2012-03-01;103,678627;118,888078;129,399921;90,767329;115,818704;93,47726
2012-04-01;103,811783;119,2127;130,246139;91,253299;115,278573;93,790326
2012-05-01;103,919541;120,052416;131,21627;92,0456;114,892903;94,127189
2012-06-01;103,911733;121,246213;132,276242;93,089216;114,625773;94,34577
2012-07-01;103,704518;122,584295;133,399061;94,214944;114,422631;94,435869
2012-08-01;103,291142;123,923517;134,500321;95,200328;114,280662;94,54545
2012-09-01;102,704953;125,188147;135,494475;95,942057;114,126278;94,822187
2012-10-01;102,015111;126,330269;136,306004;96,507383;113,846221;95,281027
2012-11-01;101,338817;127,300463;136,906667;96,966821;113,426179;95,844135
2012-12-01;100,756785;128,073833;137,275046;97,3539;113,013964;96,366786
2013-01-01;100,218568;128,644872;137,42098;97,712709;112,855743;96,643594
2013-02-01;99,665052;128,946094;137,420809;98,062275;113,068802;96,540366
2013-03-01;99,084376;128,941897;137,395238;98,438322;113,587034;96,090828
2013-04-01;98,538595;128,686843;137,494947;98,855191;114,256675;95,424233
2013-05-01;98,042404;128,264768;137,786879;99,241135;114,956544;94,698285
2013-06-01;97,545786;127,784174;138,238328;99,469199;115,633751;94,093377
2013-07-01;97,074276;127,311015;138,723393;99,405544;116,241116;93,720896
2013-08-01;96,706434;126,90677;139,056517;98,981091;116,7397;93,572749
2013-09-01;101,923416;126,592583;139,034425;98,126581;117,212584;93,599212
2013-10-01;101,773859;126,385;138,593488;96,916302;117,862081;93,769998
2013-11-01;101,689396;126,289623;137,795799;95,627083;118,790577;106,163431
2013-12-01;101,680476;126,338517;136,746461;94,585425;119,943744;106,343372
2014-01-01;101,807017;126,500184;135,575187;93,97173;121,197478;106,489399
2014-02-01;102,052764;126,719091;134,322489;93,752447;122,46119;106,618981
2014-03-01;102,364878;126,960485;133,059144;93,753666;123,691849;106,747058
2014-04-01;102,705054;127,11996;131,88847;93,762065;124,881131;106,918987
2014-05-01;103,014716;127,116689;130,974842;93,643529;126,019596;107,214267
2014-06-01;103,26392;126,961022;130,507813;93,388508;127,062984;107,604075
2014-07-01;103,451332;126,700159;130,599727;93,15608;127,954997;108,057282
2014-08-01;103,623693;126,375079;131,26105;93,125384;128,636481;108,53214
2014-09-01;103,938569;126,060001;132,294651;93,334902;129,038144;108,967718
2014-10-01;104,541269;125,812221;133,386038;93,663122;129,086462;109,35197
2014-11-01;108,998608;125,614388;134,273882;93,865293;128,827448;109,756595
2014-12-01;109,904107;125,405628;134,955136;93,767416;128,43087;110,264676
2015-01-01;110,656982;125,126152;135,604314;93,353434;128,046519;110,887013
2015-02-01;111,16111;124,774319;136,394269;92,784597;127,80636;111,581109
2015-03-01;111,414364;124,349486;137,35271;92,262745;127,841728;112,285635
2015-04-01;111,486335;123,958186;138,378134;91,903265;128,178535;112,93719
2015-05-01;111,524984;123,755467;139,290722;91,744075;128,740799;113,456296
2015-06-01;111,627019;123,823209;139,829041;91,775347;129,498822;113,754247
2015-07-01;111,769059;124,215171;139,823908;91,890574;130,401735;113,778406
2015-08-01;111,844855;124,867754;139,265762;91,961491;131,352554;113,546089
2015-09-01;111,747559;125,600368;138,332549;91,984529;132,294331;113,146586
2015-10-01;111,483615;126,173726;137,270552;92,046718;133,203473;112,640542
2015-11-01;111,224213;126,404846;136,24536;92,211461;134,000133;112,146082
2015-12-01;111,247413;126,213449;135,287677;92,446696;134,57805;111,835853
2016-01-01;111,741754;125,680227;134,373565;92,632742;134,844599;111,795067
2016-02-01;112,720364;124,884211;133,545313;92,630411;134,726226;112,025385
2016-03-01;114,042428;123,9202;132,817646;92,401519;134,140319;112,478464
2016-04-01;115,424581;122,875677;132,151819;92,045371;133,130495;113,089622
2016-05-01;116,616256;121,839728;131,530082;91,679302;131,864942;113,810626
2016-06-01;117,525463;120,935955;131,019208;91,365814;130,512413;114,620705
2016-07-01;118,205686;120,237652;130,712286;91,168225;129,2738;115,396792
2016-08-01;118,766809;119,754105;130,639432;91,134471;128,312799;116,015594
2016-09-01;119,317781;119,460687;130,717416;91,195097;127,676426;116,419874
2016-10-01;119,878361;119,312751;130,843165;91,196494;127,293585;116,607475
2016-11-01;120,369132;119,259203;130,98727;91,066081;127,070929;116,589743
2016-12-01;120,677019;119,223339;131,11955;90,856039;126,901838;116,333826
2017-01-01;120,734934;119,159193;131,165236;90,667621;126,78289;115,884069
2017-02-01;120,615467;119,126216;131,079628;90,606982;126,823909;115,391807
2017-03-01;120,455783;119,168694;130,907712;90,685467;127,172301;114,950432
2017-04-01;120,378806;119,19996;130,755423;90,829629;127,881543;114,604194
2017-05-01;120,40011;119,096068;130,697676;90,976457;128,82771;114,418669
2017-06-01;120,489679;118,724868;130,793541;91,096051;129,779959;114,449576
2017-07-01;120,680407;118,018018;131,071018;91,201512;130,457491;114,680724
2017-08-01;121,029525;117,060699;131,535252;91,353163;130,660699;115,042636
2017-09-01;121,523149;116,041254;132,185917;91,64909;130,35158;115,438471
2017-10-01;122,044687;115,133752;132,894398;92,137892;129,680855;115,808235
2017-11-01;122,499997;114,447111;133,399965;92,750693;128,958108;116,057212
2017-12-01;122,858506;113,988205;133,520882;93,312286;128,508294;116,130139
2018-01-01;123,123513;113,639022;133,244619;93,713649;128,5143;116,05261
2018-02-01;123,311099;113,23477;132,650989;93,980324;128,979892;115,886754
2018-03-01;123,515127;112,713557;131,87641;94,251606;129,830007;115,768493
2018-04-01;123,844252;112,163657;131,08324;94,694652;130,947102;115,838343
2018-05-01;124,362465;111,699716;130,387315;95,397461;132,184157;116,098123
2018-06-01;125,070603;111,427938;129,809578;96,343357;133,379144;116,500398
2018-07-01;129,986083;111,442685;129,303729;97,450789;134,428915;117,053842
2018-08-01;130,804062;111,724838;128,808709;98,610127;135,317792;117,729108
2018-09-01;131,599984;112,144258;128,327503;99,717634;136,039553;118,449884
2018-10-01;132,353165;112,53827;127,887644;100,678026;136,552159;119,143253
2018-11-01;133,001813;112,785728;127,570947;101,443565;136,812075;119,790701
2018-12-01;133,458466;112,867422;127,416371;102,04517;136,836404;120,40028
2019-01-01;133,690011;112,809646;127,363462;102,484522;136,654451;120,949431
2019-02-01;133,721662;112,660407;127,287305;102,717567;136,291513;121,363179
2019-03-01;133,552627;112,450028;127,059111;102,734734;135,719354;121,554718
2019-04-01;133,236342;112,183522;126,585996;102,586727;134,958484;121,440316
2019-05-01;132,897492;111,867399;125,906461;102,29534;134,172817;120,954078
2019-06-01;132,650828;111,510053;125,180331;101,853063;133,602611;120,136317
2019-07-01;132,549927;111,133769;124,595998;101,259036;133,412225;119,141234
2019-08-01;132,606276;110,75985;124,245532;100,557078;133,647738;118,227513
2019-09-01;132,772148;110,411402;124,103722;99,869814;134,271016;117,6706
2019-10-01;133,00268;110,099529;124,092678;99,337012;135,171236;117,603899
2019-11-01;133,229266;109,825013;124,117101;99,059206;136,1446;117,931766
2019-12-01;133,340936;109,575271;123,976823;99,036056;136,957219;118,406431
2020-01-01;133,241287;109,416539;123,547592;104,37432;137,532441;118,793367
2020-02-01;132,885937;109,444215;122,79838;104,665543;137,901573;118,937208
2020-03-01;132,3448;109,697391;121,797765;104,917202;138,18838;118,875683
2020-04-01;131,720705;110,174221;120,657788;104,994352;138,503869;118,748574
2020-05-01;131,09419;110,805163;119,532593;104,900396;138,921205;118,771254
2020-06-01;130,542302;111,449338;118,535972;104,736164;139,479608;119,046686
2020-07-01;130,100186;111,91481;117,718564;104,550458;140,14828;119,500559
2020-08-01;129,755516;112,092192;117,008053;104,302043;140,841516;119,941011
2020-09-01;129,425603;111,990768;116,309554;103,884301;141,469205;120,159656
2020-10-01;129,054607;111,67327;115,563387;103,254627;141,987565;120,050517
2020-11-01;128,692105;111,26131;114,770612;102,419665;142,359874;119,69327
2020-12-01;128,475156;110,855212;114,12043;101,455534;142,559312;119,266698
2021-01-01;128,537834;110,455574;113,799675;100,55269;142,553937;118,921314
2021-02-01;128,926912;109,992307;113,887256;99,87603;142,367212;118,734103
2021-03-01;129,555452;109,433279;114,300898;99,564149;142,072812;118,603315
2021-04-01;130,245538;108,761655;114,840496;99,627337;141,736116;118,332644
2021-05-01;130,783227;108,006143;115,261177;99,932724;141,427961;117,823011
2021-06-01;130,89132;107,254995;115,413698;100,321175;141,20319;117,080653
2021-07-01;130,418986;106,655363;115,34592;104,945435;141,161019;116,283562
2021-08-01;129,356414;106,27889;115,274225;105,183689;141,324695;115,673397
2021-09-01;127,884864;106,11708;115,406031;105,339427;141,625029;115,433026
2021-10-01;126,333272;106,109132;115,868562;105,44587;142,033504;115,578845
2021-11-01;125,0394;106,138178;116,654681;105,54863;142,567638;115,996283
2021-12-01;124,229954;106,082943;117,519621;105,640249;143,233897;116,543681
2022-01-01;123,976737;105,850456;118,143754;105,610138;143,983657;117,101949
2022-02-01;124,171909;105,379164;118,3248;105,382063;144,746842;117,607036
2022-03-01;124,586786;104,674501;118,050519;105,001815;145,426533;118,087857
2022-04-01;124,997451;103,827249;117,514923;104,590458;145,940876;118,585182
2022-05-01;125,289118;103,024568;116,936747;104,280752;146,220736;119,052846
2022-06-01;125,496137;102,46003;116,471264;104,106077;146,252989;119,424316
2022-07-01;125,797032;102,269355;116,155334;104,064684;146,096378;119,568589
2022-08-01;126,36282;102,483541;115,948783;104,148149;145,882754;119,389247
2022-09-01;127,282637;103,028055;115,733936;104,305188;145,725663;118,880325
2022-10-01;128,462038;103,703927;115,419616;104,538718;145,58147;118,177809
2022-11-01;129,651269;104,261595;115,018375;104,902632;145,344186;117,522918
2022-12-01;130,616931;104,513351;114,691275;105,411335;144,962918;117,112702
2023-01-01;131,234024;104,39686;114,553805;106,010055;144,431133;117,09947
2023-02-01;131,456766;103,983884;114,611066;106,55601;143,759878;117,521524
2023-03-01;131,357715;103,436905;114,767396;106,868522;143,01673;118,236844
2023-04-01;131,101395;102,972821;114,840211;106,863888;142,312516;119,069591
2023-05-01;130,888787;102,708846;114,73615;106,620237;141,694328;119,85826
2023-06-01;130,887511;102,594869;114,454667;106,334145;141,152559;120,461208
2023-07-01;131,091223;102,506873;114,08784;106,166385;140,638523;120,829026
2023-08-01;131,418918;102,343632;113,832441;106,1972;140,096732;120,99906
2023-09-01;131,836233;102,074213;113,948844;106,39188;139,531287;121,016481
2023-10-01;132,272797;101,779985;114,550083;106,651018;139,02801;120,917045
2023-11-01;132,657369;101,602765;115,53171;106,836489;138,685128;120,619961
2023-12-01;137,904564;101,627747;116,652972;106,928647;138,530511;120,08057
2024-01-01;138,054609;101,861486;117,716253;107,02109;138,55277;119,259851
2024-02-01;138,126201;102,252215;118,64102;107,248274;138,714967;118,193103
2024-03-01;138,243184;102,642328;119,456437;107,695976;138,953731;117,066151
2024-04-01;138,466586;102,858181;120,288047;108,350931;139,169095;116,060336
2024-05-01;138,777302;102,826521;121,202482;109,091594;139,282696;115,30109
2024-06-01;139,145497;102,624065;122,133755;109,769666;139,233506;114,886832
2024-07-01;139,496227;102,33509;122,901631;110,28583;138,980441;114,830337
2024-08-01;139,678073;102,035729;123,268845;110,603396;138,561217;115,023687
2024-09-01;139,514834;101,794405;123,093352;110,747008;138,058689;115,334752
2024-10-01;138,997121;101,653244;122,438372;110,758545;137,552301;115,667568
2024-11-01;138,289224;101,615683;121,545449;110,686492;126,627033;116,006504
2024-12-01;137,578616;101,662401;120,696635;110,580953;126,33511;116,335085
