;Siachen Glacier (frozen);Nagorno-Karabakh (frozen);Mongolia (frozen);India (frozen);Nepal (frozen);Philippines (frozen)
2004-11-01;117,127656;111,013216;106,220718;99,303197;142,944904;93,05375
2004-12-01;117,176771;108,986783;102,408818;100,583286;139,386636;94,080772
2005-01-01;114,201166;103,343225;96,538116;99,271634;141,170193;91,960684
2005-02-01;110,729026;106,053454;104,692129;100,398953;158,629226;96,869553
2005-03-01;109,572744;113,300055;113,013563;102,278305;135,230945;98,168111
2005-04-01;109,528964;118,613833;120,13444;101,558049;130,60371;97,367742
2005-05-01;109,63754;119,958706;121,021554;100,18865;128,619612;96,526608
2005-06-01;110,275628;119,831245;120,742232;100,363016;128,854708;95,39183
2005-07-01;110,930791;119,587888;123,192904;100,657471;128,693341;96,410651
2005-08-01;112,48305;119,578999;122,101197;100,961434;130,354103;86,253341
2005-09-01;113,608593;114,92192;117,060207;100,666951;135,384821;97,482416
2005-10-01;112,084527;111,636514;117,369534;100,620849;141,027974;102,580181
2005-11-01;111,733831;108,329963;112,267458;102,455647;140,45031;102,047061
2005-12-01;111,665621;105,602657;105,359883;104,321588;140,247922;101,549221
2006-01-01;109,872621;98,835427;98,222351;103,869827;145,825538;101,970047
2006-02-01;109,014545;101,713323;106,022271;103,261231;143,790117;99,713124
2006-03-01;112,471061;118,834286;110,79531;102,232578;139,664384;98,370918
2006-04-01;114,932262;116,654401;115,617729;102,323265;142,547998;97,149312
2006-05-01;114,917245;117,272704;116,572603;100,241044;135,368683;97,135765
2006-06-01;114,627006;117,622306;118,280491;97,823288;133,988036;93,538963
2006-07-01;115,76723;118,04745;121,663535;98,247282;135,233184;90,671124
2006-08-01;116,889077;118,597016;114,760225;99,492694;137,628543;91,205979
2006-09-01;116,280808;115,203694;109,812127;101,062706;138,097192;93,300753
2006-10-01;113,444489;109,65334;107,645773;100,314982;141,09787;99,598117
2006-11-01;113,820375;104,508655;100,690911;98,367598;143,144232;97,776844
2006-12-01;114,772412;84,665839;93,722956;97,847959;147,069453;98,124812
2007-01-01;112,003058;97,305525;86,760415;100,129807;146,632343;99,153536
2007-02-01;108,326786;97,620742;94,462803;102,301488;146,266618;99,402731
2007-03-01;109,880551;106,166762;102,454134;102,674888;142,822493;96,225208
2007-04-01;111,324495;114,153999;109,965062;102,490919;139,820164;92,905561
2007-05-01;110,202054;117,097667;113,276689;101,903667;136,093794;93,303753
2007-06-01;108,671375;118,1388;115,845436;102,010103;133,919199;94,930719
2007-07-01;108,674329;119,077836;120,665935;101,555725;140,541137;93,683517
2007-08-01;109,338043;119,137428;118,757014;103,248224;135,76363;92,088089
2007-09-01;110,053374;117,3096;112,984308;114,158062;135,619386;94,301796
2007-10-01;109,374692;117,474922;112,880624;111,213907;124,807797;95,161326
2007-11-01;109,205493;107,579123;107,588655;105,229233;136,941675;96,446182
2007-12-01;110,372934;110,473035;101,985573;104,844257;137,965813;96,60377
2008-01-01;110,803948;105,235318;94,553881;105,44666;148,362511;96,087087
2008-02-01;111,11709;106,48047;101,930333;107,364484;144,799448;92,837244
2008-03-01;111,154942;111,833804;109,093217;107,291778;141,377467;92,516175
2008-04-01;122,244433;116,579713;117,539688;106,184905;124,378114;91,75521
2008-05-01;109,597381;119,956253;119,226997;107,928009;128,600028;88,237742
2008-06-01;110,686803;120,323643;119,886743;103,266989;127,28277;85,91597
2008-07-01;110,777696;120,996139;123,470017;102,295076;128,085045;85,990964
2008-08-01;118,314074;121,604789;122,371839;109,207475;126,106699;85,706505
2008-09-01;110,693195;119,837305;117,253077;101,796479;126,213181;85,473146
2008-10-01;109,129688;116,211489;116,931859;100,285895;131,101454;86,810894
2008-11-01;106,954052;112,598097;113,711669;100,576223;132,87504;88,534019
2008-12-01;106,883786;111,105322;106,852787;102,257066;133,261403;89,689942
2009-01-01;106,56592;105,54972;96,90118;103,24009;139,961282;92,664796
2009-02-01;104,972753;104,125831;102,746889;103,439185;143,048612;91,768567
2009-03-01;104,67791;110,766313;110,028215;101,403967;137,112019;90,830853
2009-04-01;104,615477;118,250034;120,743109;99,731462;132,395895;90,585114
2009-05-01;104,762486;122,381806;121,026864;98,675259;130,26829;90,970585
2009-06-01;105,083056;122,82532;122,199676;97,977282;127,974678;90,097104
2009-07-01;105,149215;119,67111;124,330211;96,338797;126,124214;90,363784
2009-08-01;105,919115;111,270905;123,436699;95,466348;122,620891;91,827448
2009-09-01;107,272764;120,927978;119,974665;96,195895;123,183204;91,354305
2009-10-01;119,937994;119,473373;121,549217;95,533719;126,135835;90,272261
2009-11-01;102,592027;117,397866;115,022528;94,090579;127,871607;91,172691
2009-12-01;101,602716;115,126227;106,683069;94,424367;129,664431;92,211297
2010-01-01;93,065881;109,153817;95,606263;98,060888;133,570382;94,127351
2010-02-01;99,516221;107,464397;102,607667;102,618371;136,753494;95,669524
2010-03-01;97,413834;115,295695;111,238977;103,635754;129,097474;97,405092
2010-04-01;95,809098;121,107241;122,840293;101,472768;124,576048;95,556027
2010-05-01;98,083643;122,360702;122,664251;99,11912;123,869472;94,097159
2010-06-01;101,410525;122,592998;122,864936;97,131784;123,663707;93,931742
2010-07-01;101,851271;120,267275;125,54127;94,299721;123,146946;95,196336
2010-08-01;101,457693;126,878634;126,08551;96,453597;117,629875;95,584679
2010-09-01;103,011601;128,836669;134,605957;96,650304;120,089196;94,728176
2010-10-01;101,4363;140,694363;136,670696;94,326929;122,962502;94,106238
2010-11-01;99,675759;122,946021;133,06175;90,621782;124,459672;95,188211
2010-12-01;99,45398;123,045229;124,946497;90,266712;125,263939;95,780583
2011-01-01;99,169267;109,800252;113,486382;93,049685;127,445212;97,506158
2011-02-01;98,428108;106,171813;119,70037;95,687498;128,927153;96,436214
2011-03-01;97,566019;116,777063;125,386617;97,26601;126,272602;96,877414
2011-04-01;95,593367;124,048163;135,522389;98,092905;123,902075;97,289313
2011-05-01;96,164254;125,388051;134,870775;96,591895;121,775215;95,499766
2011-06-01;98,03612;121,232827;137,026644;94,554923;96,410769;91,647897
2011-07-01;99,353544;127,15879;139,737213;94,258304;116,823829;90,355491
2011-08-01;101,784352;128,86873;138,675824;93,982246;114,847335;98,878028
2011-09-01;105,784007;128,407027;134,385155;94,456692;114,832871;93,159277
2011-10-01;105,746893;126,43189;136,904012;91,755877;118,377717;93,684422
2011-11-01;104,991234;123,060322;131,103488;89,602838;119,565405;95,785193
2011-12-01;104,091681;118,880711;120,421776;89,87077;118,862277;95,123139
2012-01-01;103,502797;108,318695;109,059092;91,221547;121,85133;94,624304
2012-02-01;102,667429;104,374444;116,516612;92,253511;123,04419;94,258982
2012-03-01;101,616298;113,525302;123,105471;94,621525;119,736223;95,32756
2012-04-01;100,526025;120,827366;135,007749;92,115823;115,337733;94,862278
2012-05-01;102,155387;125,905958;134,349587;92,71001;111,782297;94,543245
2012-06-01;105,079912;126,084866;136,420882;93,596113;109,74922;92,803386
2012-07-01;104,797838;127,55968;168,771335;94,257758;111,725463;92,758333
2012-08-01;103,718951;128,808547;143,347665;94,538532;111,877472;92,21784
2012-09-01;105,044707;130,756134;140,328539;96,344039;112,862074;92,932794
2012-10-01;104,248191;130,315474;145,882837;98,611648;113,022277;93,666348
2012-11-01;102,809049;126,819435;142,869208;95,405185;113,951289;96,578829
2012-12-01;100,938949;126,060732;131,673294;94,842;115,339417;98,66254
2013-01-01;99,922243;117,908647;115,411844;96,678658;119,181372;99,60744
2013-02-01;97,816567;113,243789;121,740068;99,949988;118,491608;97,636311
2013-03-01;97,208301;123,61432;130,682136;100,459071;115,081473;97,760591
2013-04-01;96,863088;131,898881;142,847834;97,992635;113,429323;97,162214
2013-05-01;96,312127;136,614219;139,461496;97,36228;113,483056;94,511841
2013-06-01;95,833226;133,058734;140,906426;99,636768;90,996401;91,495416
2013-07-01;97,885092;130,367908;146,804691;100,929784;112,720638;79,630094
2013-08-01;99,897657;130,949614;148,322732;99,255932;111,771577;90,175525
2013-09-01;105,267372;131,988455;145,117679;99,012578;114,328188;90,755322
2013-10-01;102,307213;130,114888;149,476984;96,702869;118,979899;92,111501
2013-11-01;102,315044;125,164158;144,588436;94,158567;120,442141;106,812407
2013-12-01;104,630998;123,668225;128,570326;92,141388;119,575881;107,050602
2014-01-01;101,91673;115,580706;111,755053;92,229132;125,639314;108,228111
2014-02-01;98,678867;112,109835;121,653625;88,978707;135,849866;108,37308
2014-03-01;99,960891;122,100939;128,145595;91,658762;127,240889;108,735255
2014-04-01;103,721942;141,191151;136,649073;81,744207;123,049977;107,320306
2014-05-01;104,285192;136,597719;132,751683;92,556793;121,726775;106,536325
2014-06-01;103,291775;131,420027;133,434132;91,037929;122,126311;105,976166
2014-07-01;116,703921;129,693953;136,571675;90,567603;125,249481;105,34748
2014-08-01;104,897215;130,901121;139,4282;92,178858;127,038614;106,504046
2014-09-01;106,31218;129,683294;139,613391;93,53268;127,544487;108,369162
2014-10-01;105,120223;128,705004;144,932225;92,357971;129,862745;108,862117
2014-11-01;109,81301;123,756759;141,349445;92,858089;131,057888;109,426983
2014-12-01;111,532359;128,207048;127,767132;94,270014;130,385147;109,640495
2015-01-01;110,69708;113,701868;112,521082;94,127407;133,915623;113,474693
2015-02-01;109,908112;112,748033;122,838404;94,003408;134,521161;113,285113
2015-03-01;109,796332;121,849739;129,546788;92,473655;129,979037;114,085738
2015-04-01;108,319824;129,902568;142,98103;91,748271;125,283056;113,469116
2015-05-01;109,365851;131,567643;143,332209;91,688267;124,419664;112,927803
2015-06-01;112,1129;128,114839;145,292891;90,828023;124,317645;111,811477
2015-07-01;112,782756;127,561915;147,311761;91,479307;128,482911;111,61461
2015-08-01;112,258241;128,256764;145,909771;91,33936;127,870376;112,946114
2015-09-01;113,900022;128,980492;143,446604;91,91203;128,647179;113,07993
2015-10-01;113,507037;127,340896;148,370272;91,432386;134,022308;110,974254
2015-11-01;113,048343;123,727742;142,019166;91,741581;138,665002;111,704298
2015-12-01;112,355517;124,85914;127,857234;102,112177;136,913337;113,493418
2016-01-01;110,915889;114,62215;111,350319;93,534917;139,829907;116,22381
2016-02-01;110,231514;112,988633;122,358181;95,844158;142,936292;113,031996
2016-03-01;112,142133;119,362333;126,926742;106,469095;134,518378;112,483725
2016-04-01;115,655908;128,990866;136,930215;91,828089;129,519438;114,033287
2016-05-01;116,788387;132,35463;134,23681;89,837728;127,384013;114,029853
2016-06-01;117,568181;127,530357;136,554482;83,724463;127,394899;112,404444
2016-07-01;118,18024;122,739862;138,603515;90,371358;126,163762;113,044946
2016-08-01;118,24459;119,607208;135,35789;91,226689;123,260287;116,634517
2016-09-01;120,520589;120,324937;133,671158;91,419589;117,031889;117,404705
2016-10-01;122,749364;119,906115;141,373855;90,088512;129,414778;115,72711
2016-11-01;123,846519;116,349524;137,151791;90,302537;131,2952;116,944183
2016-12-01;106,960167;112,726436;124,802275;100,442697;129,854269;117,867876
2017-01-01;120,165875;104,540576;108,247842;93,206131;131,821587;120,409897
2017-02-01;118,723651;105,440757;119,668666;92,334014;131,438574;118,562598
2017-03-01;118,384934;114,34569;125,980847;90,162877;128,493035;115,170019
2017-04-01;118,167762;125,120324;137,312488;90,35968;123,534812;113,053417
2017-05-01;118,659106;117,459231;134,12492;90,499475;123,869798;113,299115
2017-06-01;120,216374;118,234003;134,884726;89,549835;125,766705;113,218221
2017-07-01;120,806897;117,34446;138,693244;90,722993;127,357308;112,900584
2017-08-01;121,492073;115,190618;136,248596;89,914273;126,769117;111,705209
2017-09-01;126,272229;112,424208;133,146188;91,220377;128,468245;113,492983
2017-10-01;123,920584;112,217142;143,011749;91,462529;132,070321;115,482847
2017-11-01;125,005086;108,601134;141,235962;92,423581;132,989967;116,864449
2017-12-01;125,021796;110,301899;128,725176;95,418417;130,080448;117,931367
2018-01-01;123,613241;103,046569;110,621246;96,171968;133,884315;120,517869
2018-02-01;137,36181;104,38237;123,960411;96,309687;135,883061;117,238271
2018-03-01;120,633141;109,796022;126,583977;94,703354;132,372626;116,091169
2018-04-01;122,04011;119,955476;136,272046;93,111739;127,281054;115,966089
2018-05-01;123,24042;121,927237;134,187158;93,202056;127,508379;116,675007
2018-06-01;124,080554;132,179616;135,203285;95,206576;127,783399;115,017748
2018-07-01;129,676334;115,526396;136,953797;96,621432;129,864669;114,638021
2018-08-01;131,86283;114,096519;133,986159;97,947251;131,776157;114,873111
2018-09-01;133,703225;111,126458;130,215207;99,744745;134,673413;116,25885
2018-10-01;134,955532;110,426825;137,160553;100,59811;138,649511;110,477413
2018-11-01;138,038912;108,11036;130,720674;93,511753;140,141954;120,940944
2018-12-01;134,05961;111,147017;119,901959;103,435387;139,672252;123,242906
2019-01-01;133,832246;102,607213;105,270614;104,569398;143,586847;124,745523
2019-02-01;131,828261;102,525954;119,269484;104,969631;143,970349;121,925214
2019-03-01;131,235392;110,032161;122,416168;103,270711;137,562961;121,771009
2019-04-01;131,50591;121,246675;133,613922;101,699636;131,232144;123,366647
2019-05-01;131,321299;123,027201;130,748825;101,0253;129,259886;122,641787
2019-06-01;131,637285;117,657354;130,134056;99,426574;127,307016;118,729636
2019-07-01;132,403356;115,709026;131,455258;100,074986;127,762579;115,548237
2019-08-01;133,009567;112,242841;128,598877;101,468785;138,8;113,416191
2019-09-01;135,689939;108,281259;125,124933;101,552518;131,824101;114,375151
2019-10-01;135,762951;107,480418;132,638979;98,544615;138,103523;115,894448
2019-11-01;134,918641;104,727396;127,666694;97,483373;140,771203;118,993781
2019-12-01;133,174541;107,221251;115,992643;99,332222;139,652106;120,71066
2020-01-01;133,289404;99,547343;101,72467;106,58688;144,272514;123,079342
2020-02-01;111,543225;101,526896;116,910176;108,546206;145,953189;120,400678
2020-03-01;132,345506;108,794247;119,706173;105,66198;141,157247;119,922158
2020-04-01;129,590182;118,818239;127,330516;103,597919;133,621283;119,567648
2020-05-01;129,117374;121,249131;122,781911;102,579334;133,199995;119,220356
2020-06-01;129,451903;118,123173;123,607302;102,621787;134,797802;119,041965
2020-07-01;129,967781;115,999679;125,430517;103,683975;134,810162;116,166955
2020-08-01;131,505887;113,179723;122,205275;103,512579;134,975702;118,348281
2020-09-01;132,254224;109,541594;117,560929;105,09892;138,467599;120,547165
2020-10-01;130,04234;108,888726;122,985634;95,97001;144,51619;119,280136
2020-11-01;129,904064;105,031922;116,726673;101,931004;148,054835;119,755562
2020-12-01;129,37193;107,081323;105,907855;101,915224;145,114185;120,705748
2021-01-01;127,990555;102,24215;92,918617;102,381585;148,961197;122,437905
2021-02-01;125,775674;104,181688;106,65833;102,807674;151,296737;119,486145
2021-03-01;127,292237;109,543021;111,78184;100,565616;145,441974;119,503785
2021-04-01;129,025789;117,949797;120,874673;96,586027;136,785089;120,163438
2021-05-01;129,487438;118,233901;120,548349;95,319284;145,90028;118,670099
2021-06-01;130,34372;112,950674;123,865514;99,223826;136,37708;115,568602
2021-07-01;130,455526;110,011105;124,918815;106,465265;128,107944;113,810618
2021-08-01;130,932941;107,075175;117,845474;105,411851;136,935951;112,618085
2021-09-01;131,451295;102,409047;112,660584;104,930613;138,67115;112,89009
2021-10-01;128,891176;101,308656;119,863377;106,005074;131,881438;114,168821
2021-11-01;125,632654;99,850152;117,62048;104,862179;147,311117;116,780626
2021-12-01;122,506095;92,488033;109,311718;105,928964;146,678273;119,091238
2022-01-01;122,110764;100,617726;98,463294;108,115651;148,928097;121,33489
2022-02-01;121,78013;101,223839;113,179009;108,965512;152,170023;118,273125
2022-03-01;123,407699;105,292699;116,740564;105,258112;149,482601;117,754152
2022-04-01;124,02682;112,271258;123,270404;102,902227;141,822662;119,687143
2022-05-01;123,737512;113,595429;119,969561;88,815135;141,081022;120,057439
2022-06-01;124,221893;99,020016;122,86802;101,664248;141,849902;117,472196
2022-07-01;125,346388;103,673534;126,393136;89,141258;142,06101;117,428713
2022-08-01;127,503548;100,903024;122,26502;104,708583;141,941116;117,579948
2022-09-01;130,729964;99,069442;116,982818;105,613372;142,80091;116,800699
2022-10-01;130,890392;100,082149;119,799565;104,034799;144,859478;117,008587
2022-11-01;131,001938;98,35354;114,910546;104,039439;149,327521;118,909432
2022-12-01;132,462472;100,908629;106,751715;107,815631;148,258224;118,238742
2023-01-01;132,215954;98,127228;94,844986;108,615208;150,170486;118,099372
2023-02-01;129,21249;100,099408;105,736478;108,700992;151,177068;116,864563
2023-03-01;127,87109;104,288344;111,481068;107,721506;145,488166;119,059355
2023-04-01;128,424468;110,272384;121,80076;107,095456;138,31017;120,507245
2023-05-01;129,720735;113,632049;119,629715;104,949527;137,825052;120,323826
2023-06-01;137,716665;121,871007;121,779821;103,985548;132,852236;118,84478
2023-07-01;129,997026;103,630942;125,060859;104,454642;136,413774;118,391143
2023-08-01;132,992636;102,031681;118,781135;105,287474;137,357742;118,506274
2023-09-01;135,881525;99,268599;114,405307;107,952514;137,92246;119,761724
2023-10-01;135,741241;97,234897;119,418703;108,802953;138,707719;119,754843
2023-11-01;134,179734;94,336974;114,912173;106,841792;139,965541;121,447699
2023-12-01;137,469667;94,774668;107,489579;108,03917;131,832829;122,400358
2024-01-01;137,421669;95,755445;99,040961;109,30243;143,270049;123,203631
2024-02-01;136,957304;98,617417;110,516054;108,938514;146,31242;119,464035
2024-03-01;159,134387;104,377172;115,68953;106,269712;142,870825;117,397828
2024-04-01;134,408614;111,30239;126,293999;106,230959;135,471984;116,117648
2024-05-01;133,714063;113,498269;125,087279;107,893005;134,358479;114,062647
2024-06-01;137,022465;110,16311;130,178174;108,252217;135,11926;111,863161
2024-07-01;140,095028;104,640594;135,330525;108,748404;136,368133;113,061777
2024-08-01;142,092114;100,401889;129,86647;110,300238;136,348052;113,711314
2024-09-01;143,005895;98,042337;125,854189;118,792247;135,697648;113,175942
2024-10-01;141,844516;97,598933;127,878494;111,250675;136,936506;114,465938
2024-11-01;141,010826;95,362867;120,484403;110,578862;128,994385;119,846626
2024-12-01;137,617814;96,067568;109,669544;111,636312;128,256061;120,451942
