;Siachen Glacier (frozen);Nagorno-Karabakh (frozen);Mongolia (frozen);India (frozen);Nepal (frozen);Philippines (frozen)
2003-04-01;-0,6625;5,068441;1,084473;-0,344154;-3,061666;-1,011586
2003-05-01;-0,391888;6,548585;1,076404;-1,496689;-6,321139;-1,445764
2003-06-01;-0,006144;7,005428;1,06557;-1,977419;-4,993814;-1,686148
2003-07-01;-0,021462;5,341883;1,080876;-2,558415;-5,22619;-1,441611
2003-08-01;1,305172;4,147341;1,05999;-1,667614;-2,944369;-0,700859
2003-09-01;2,621881;0,683925;0,996586;-1,014249;-0,747141;-0,048554
2003-10-01;2,08806;-0,991465;0,982862;-0,352373;2,496762;-0,129571
2003-11-01;0,756502;-3,724699;0,946591;1,24533;2,967974;0,435984
2003-12-01;-0,054788;-5,621975;0,903729;2,003016;3,190633;1,58805
2004-01-01;-1,154694;-11,01891;0,860819;1,874726;6,609581;2,256741
2004-02-01;-2,6513;-7,741877;0,937873;2,92605;5,5751;1,202951
2004-03-01;-1,227011;0,107425;1,003124;1,295212;2,05961;0,912197
2004-04-01;-0,901104;5,045147;1,075953;-0,319224;-2,588473;-0,58947
2004-05-01;-0,447342;6,193714;1,070918;-1,18158;-5,702866;-1,314536
2004-06-01;0,078403;6,326506;1,062678;-1,522314;-4,622845;-1,734577
2004-07-01;0,231934;5,552566;1,080853;-2,253304;-5,523307;-1,454075
2004-08-01;1,38012;4,589279;1,064781;-1,668188;-3,21406;-0,890382
2004-09-01;2,187955;1,620686;1,005245;-1,04839;-1,040741;-0,21073
2004-10-01;1,718155;-0,523113;0,994971;-0,341324;2,040182;-0,38155
2004-11-01;0,991898;-3,434064;0,954916;0,624964;2,768736;0,208024
2004-12-01;0,187861;-5,539987;0,908945;1,553403;2,93916;1,495415
2005-01-01;-1,183397;-11,09396;0,857047;1,564811;6,631174;2,393269
2005-02-01;-3,035129;-8,582877;0,930386;2,085896;5,620626;1,250486
2005-03-01;-1,24504;-0,650527;0,994223;1,489653;1,969548;1,135446
2005-04-01;-0,909537;4,798523;1,064808;0,352029;-1,907871;-0,103652
2005-05-01;-0,29098;5,950548;1,06357;-0,976235;-4,745354;-1,16666
2005-06-01;-0,192855;6,046928;1,061326;-1,651542;-4,513158;-1,82838
2005-07-01;0,337957;5,934447;1,080695;-1,66467;-5,377379;-1,549358
2005-08-01;1,431806;4,938323;1,070327;-1,209172;-3,760127;-1,18097
2005-09-01;2,165926;2,348358;1,013198;-0,947477;-1,530792;-0,438157
2005-10-01;1,26344;0,047866;1,009139;-0,615522;1,363933;-0,487986
2005-11-01;0,769082;-3,047191;0,964041;0,294179;2,551492;0,165155
2005-12-01;0,418918;-5,477568;0,911996;1,017226;2,777174;1,447778
2006-01-01;-0,783275;-10,985137;0,852319;0,960152;6,820781;2,573426
2006-02-01;-2,724443;-9,353974;0,923508;1,846008;5,745285;1,248695
2006-03-01;-1,195712;-1,515871;0,984172;1,54828;1,943319;1,218357
2006-04-01;-1,27364;4,319062;1,055711;0,862634;-1,100157;0,319888
2006-05-01;-0,332729;5,697515;1,056194;-0,480486;-3,970717;-1,054974
2006-06-01;-0,07011;5,843938;1,06046;-1,449768;-4,541493;-1,954027
2006-07-01;0,332178;6,104188;1,082893;-1,594014;-4,808928;-1,635389
2006-08-01;1,329883;5,269381;1,07613;-1,165447;-4,199942;-1,288334
2006-09-01;2,168859;2,975286;1,020185;-0,290099;-2,414217;-0,690057
2006-10-01;1,19597;0,737637;1,020089;-0,738915;0,686657;-0,563424
2006-11-01;0,3456;-2,588019;0,971702;-0,777952;2,131078;0,220232
2006-12-01;0,388753;-5,227955;0,91471;0,749308;2,587432;1,338312
2007-01-01;-0,512253;-10,656536;0,847938;0,711291;6,732502;2,65064
2007-02-01;-2,349727;-9,977012;0,915262;1,817355;5,923934;1,342482
2007-03-01;-1,104497;-2,571904;0,9762;1,584077;2,450773;1,195099
2007-04-01;-1,307023;3,600333;1,04947;1,032986;-0,309208;0,584149
2007-05-01;-0,591622;5,673542;1,053371;-0,342163;-3,213924;-0,979473
2007-06-01;-0,088454;5,745987;1,06074;-0,802568;-4,262437;-1,971157
2007-07-01;0,519665;5,821878;1,082616;-1,461202;-4,255076;-1,589963
2007-08-01;1,292793;5,36214;1,077275;-0,87352;-4,923175;-1,28843
2007-09-01;1,998466;3,455657;1,026196;-0,118224;-3,413147;-0,910425
2007-10-01;1,222354;1,458868;1,02672;-0,544277;-0,042566;-0,697988
2007-11-01;0,247505;-1,999732;0,979325;-1,607484;1,484828;0,214669
2007-12-01;0,238908;-4,69328;0,919268;-0,039751;2,560571;1,178745
2008-01-01;-0,302406;-10,210455;0,845971;0,081617;6,902866;2,686274
2008-02-01;-1,202071;-10,329762;0,908867;2,446075;6,235375;1,453013
2008-03-01;-1,292361;-3,360467;0,969043;2,018448;2,970502;1,158069
2008-04-01;-1,414352;2,72724;1,047514;1,429337;0,053012;0,730016
2008-05-01;-0,842901;5,587327;1,051947;0,020512;-2,779827;-0,827027
2008-06-01;-0,376224;5,236037;1,058198;-0,885455;-3,806704;-1,966569
2008-07-01;0,458056;5,096118;1,080216;-1,308924;-3,649068;-1,494195
2008-08-01;1,225011;5,450528;1,074582;-0,46178;-5,344623;-1,209076
2008-09-01;2,541234;4,304346;1,029452;-0,014011;-4,290499;-1,082382
2008-10-01;1,324511;2,219095;1,031214;-0,701292;-0,579713;-0,880002
2008-11-01;0,001188;-1,262344;0,989025;-1,910741;1,049381;0,238204
2008-12-01;0,316901;-3,900863;0,926757;-0,535514;2,437838;1,052048
2009-01-01;-0,092354;-10,010854;0,846265;-0,167277;6,686255;2,514443
2009-02-01;-1,477492;-11,139079;0,904394;1,819772;6,386681;1,477383
2009-03-01;-1,328823;-4,07271;0,963212;1,741976;3,436768;1,235576
2009-04-01;-1,902185;2,207652;1,046232;1,524974;0,065721;0,897902
2009-05-01;-1,291579;5,730818;1,048618;0,646157;-2,118001;-0,569542
2009-06-01;-0,169152;4,57836;1,054571;-0,619659;-3,253153;-1,945782
2009-07-01;0,520144;4,302864;1,074866;-0,957109;-3,403827;-1,450197
2009-08-01;0,995498;5,417092;1,069458;-0,527711;-5,713746;-1,25242
2009-09-01;2,742564;5,062726;1,032184;0,444765;-4,629988;-1,206521
2009-10-01;1,607983;3,160811;1,038999;-0,790014;-0,864554;-1,065887
2009-11-01;0,225101;-0,302448;0,999207;-2,489227;0,924404;0,226882
2009-12-01;0,187268;-3,108528;0,932929;-1,198827;2,333683;0,953733
2010-01-01;-0,00556;-10,274402;0,848314;-0,14046;6,296715;2,404097
2010-02-01;-1,249728;-12,258097;0,903421;1,713823;6,450843;1,495116
2010-03-01;-1,506138;-4,503308;0,958587;1,870612;3,526591;1,391191
2010-04-01;-2,081966;1,903546;1,043743;1,4855;-0,043955;1,048603
2010-05-01;-1,761765;5,709731;1,041864;0,655934;-1,871765;-0,261174
2010-06-01;-0,276234;3,907869;1,047653;-0,07767;-3,167713;-2,010574
2010-07-01;0,529938;4,026783;1,069762;-0,735706;-3,14439;-1,537467
2010-08-01;1,042598;5,56639;1,066591;-0,457012;-5,515822;-1,361455
2010-09-01;2,927112;5,76627;1,033527;0,306078;-4,324103;-1,316499
2010-10-01;1,785363;3,990348;1,048132;-0,484373;-0,86036;-1,194808
2010-11-01;0,702215;0,303188;1,011686;-2,597707;0,974765;0,330189
2010-12-01;0,287512;-2,508711;0,938709;-1,514484;2,11435;0,934159
2011-01-01;-0,122706;-10,837719;0,849222;-0,458535;5,675952;2,247529
2011-02-01;-1,292705;-13,62081;0,904309;1,488618;6,28299;1,534146
2011-03-01;-1,842389;-4,936898;0,954622;1,529613;3,385687;1,599629
2011-04-01;-2,273682;2,080946;1,039401;1,880567;0,028036;1,159976
2011-05-01;-1,811859;6,095522;1,031469;0,707772;-1,751701;-0,096896
2011-06-01;-0,386181;3,876468;1,040614;-0,322406;-3,333285;-2,006396
2011-07-01;0,559048;4,075645;1,065665;-0,305072;-3,248334;-1,692267
2011-08-01;1,070859;5,468991;1,065787;-0,129259;-5,19744;-1,603386
2011-09-01;3,185313;5,927951;1,03623;0,445032;-3,741668;-1,378713
2011-10-01;1,711861;4,348069;1,059544;-0,605465;-0,530725;-1,226921
2011-11-01;0,836165;0,317883;1,024358;-2,223948;1,105267;0,372809
2011-12-01;0,525685;-2,233721;0,940669;-1,713973;1,985107;1,019201
2012-01-01;-0,040324;-11,170894;0,846441;-0,574365;5,332915;2,279621
2012-02-01;-0,943083;-14,440205;0,905285;1,925978;6,290185;1,555513
2012-03-01;-1,872319;-5,193421;0,95377;1,393608;3,199521;1,772796
2012-04-01;-2,586822;2,5724;1,036735;1,369956;-0,257824;1,182304
2012-05-01;-1,840023;6,756052;1,022383;0,645948;-2,333663;-0,046634
2012-06-01;-0,116635;4,280425;1,032187;0,022616;-3,827787;-2,055467
2012-07-01;0,568736;4,105533;1,061213;-0,594237;-3,113157;-1,927988
2012-08-01;0,981606;5,182756;1,06581;-0,191137;-4,752337;-1,846733
2012-09-01;2,958268;5,656112;1,038038;0,875632;-2,883784;-1,302366
2012-10-01;1,804665;4,149593;1,069871;-0,446859;-0,098157;-1,159119
2012-11-01;1,034796;-0,310953;1,037856;-2,251927;1,252753;0,448679
2012-12-01;0,618588;-2,298439;0,942637;-1,520352;1,963173;1,201938
2013-01-01;-0,172765;-11,237736;0,84055;-0,429926;5,329004;2,395874
2013-02-01;-1,70556;-14,480838;0,90498;1,191754;6,267187;1,470875
2013-03-01;-1,936663;-5,216648;0,953434;1,758146;2,85455;1,767064
2013-04-01;-2,361427;3,553997;1,035091;0,860482;-0,868028;1,119734
2013-05-01;-1,637164;7,827051;1,017051;0,53928;-2,884692;-0,084087
2013-06-01;-0,158667;4,762053;1,028099;-0,280694;-4,166015;-2,032064
2013-07-01;0,663012;3,75267;1,057476;-0,53138;-3,012688;-2,115507
2013-08-01;0,863308;4,616118;1,063851;-0,282126;-4,452149;-2,015527
2013-09-01;2,644058;4,992113;1,039848;0,578762;-2,605096;-1,186778
2013-10-01;1,675894;3,471244;1,078282;-0,636202;0,424016;-1,079854
2013-11-01;1,27994;-1,1184;1,045832;-1,330338;1,830304;0,425577
2013-12-01;0,929005;-2,360865;0,942926;-1,134895;2,029817;1,386172
2014-01-01;-0,248948;-11,16701;0,833776;0,050883;5,30162;2,783617
2014-02-01;-1,889762;-13,863568;0,905066;1,329115;6,695764;1,396963
2014-03-01;-1,999941;-4,998469;0,954879;1,155969;2,699265;1,528697
2014-04-01;-2,286427;4,690252;1,035028;0,844561;-1,839001;0,981851
2014-05-01;-1,445208;8,811925;1,017364;0,150786;-3,702403;-0,196366
2014-06-01;-0,065636;5,103225;1,028883;-0,749311;-4,546821;-1,995116
2014-07-01;0,524017;3,377443;1,054836;-0,842062;-2,770564;-2,225307
2014-08-01;0,664329;4,085238;1,058219;-0,116255;-4,281574;-2,105355
2014-09-01;2,516844;3,919246;1,037526;0,346934;-2,462234;-1,050588
2014-10-01;1,72508;2,590406;1,082486;-0,59561;0,863203;-0,962864
2014-11-01;1,307381;-1,852333;1,048957;-0,975551;2,638805;0,401855
2014-12-01;1,188447;-2,293868;0,945105;-0,302276;2,227251;1,494676
2015-01-01;-0,242349;-11,22731;0,82946;0,56659;5,328095;3,19745
2015-02-01;-2,103152;-12,874054;0,906238;1,598608;7,011998;1,382348
2015-03-01;-1,974713;-4,600772;0,955198;0,923469;2,26863;1,171613
2015-04-01;-2,269882;5,666476;1,036187;0,099818;-2,764372;0,769746
2015-05-01;-1,306273;9,50644;1,020916;0,016933;-4,206479;-0,288148
2015-06-01;0,098962;5,559724;1,033432;-1,117454;-4,606184;-1,868735
2015-07-01;0,422976;3,400008;1,055482;-0,916982;-2,676372;-2,252637
2015-08-01;0,444007;3,488953;1,049745;-0,500273;-4,164868;-2,179472
2015-09-01;2,107039;2,661716;1,033287;0,365512;-2,674947;-1,024929
2015-10-01;1,871253;1,474196;1,082052;-0,710033;1,340662;-0,898355
2015-11-01;1,631409;-2,584206;1,046473;-0,829995;3,525466;0,365522
2015-12-01;1,237727;-2,12779;0,946355;0,291199;2,283437;1,630543
2016-01-01;-0,199204;-11,138786;0,827921;1,476982;5,17986;3,595466
2016-02-01;-1,535586;-11,981011;0,912145;2,258491;7,351463;1,314493
2016-03-01;-2,061851;-4,107777;0,956947;0,871068;2,074651;0,827322
2016-04-01;-1,988789;6,43848;1,038655;-0,136101;-3,468436;0,733049
2016-05-01;-1,349508;10,039353;1,023727;-0,701836;-4,59603;-0,197911
2016-06-01;-0,336684;6,148284;1,036916;-1,559187;-4,634343;-1,772736
2016-07-01;0,218375;3,740327;1,057252;-0,720289;-2,94932;-2,331621
2016-08-01;0,543179;2,999557;1,042221;-0,56874;-4,138252;-2,350603
2016-09-01;2,055424;1,19496;1,0265;-0,149392;-2,428661;-1,210736
2016-10-01;1,962591;0,311611;1,079701;-0,642731;1,790482;-0,932332
2016-11-01;2,054804;-3,320048;1,042291;-0,346593;3,895473;0,464024
2016-12-01;1,31681;-2,112288;0,947048;0,86706;2,378052;1,819315
2017-01-01;-0,094384;-10,940725;0,827719;1,708603;5,377023;3,944332
2017-02-01;-2,148871;-11,118786;0,919457;2,185709;7,334359;1,240897
2017-03-01;-2,127214;-3,473058;0,959046;0,624791;1,839737;0,577072
2017-04-01;-2,187391;7,19781;1,043265;-0,407801;-3,855764;0,75531
2017-05-01;-1,331768;10,411538;1,027183;-1,035376;-4,748136;0,048887
2017-06-01;-0,402367;6,565496;1,037787;-1,924847;-4,671449;-1,721738
2017-07-01;-0,088269;4,289075;1,058291;-0,933532;-3,495145;-2,503383
2017-08-01;0,495976;2,503212;1,037959;-0,838391;-4,099967;-2,472473
2017-09-01;2,136349;-0,096484;1,020443;0,341841;-2,197429;-1,560809
2017-10-01;2,371552;-0,865761;1,075912;-0,602896;2,180595;-1,031523
2017-11-01;2,047477;-4,121999;1,036592;-0,561881;4,013495;0,616939
2017-12-01;1,172887;-2,262422;0,944857;1,440898;2,349532;1,984985
2018-01-01;0,013998;-10,520536;0,827772;2,156785;5,735537;4,148282
2018-02-01;-2,171385;-10,201095;0,928111;2,432126;7,413579;1,164532
2018-03-01;-2,161648;-2,746299;0,963419;0,654958;2,070124;0,50666
2018-04-01;-2,080927;7,940419;1,046784;-1,23862;-4,002377;0,978472
2018-05-01;-1,522659;10,692773;1,02919;-1,633682;-4,91845;0,310202
2018-06-01;-0,585489;6,64692;1,038824;-1,616175;-4,93532;-1,68986
2018-07-01;-0,067446;4,475256;1,059126;-0,995688;-4,322759;-2,687506
2018-08-01;0,704262;2,135152;1,03785;-0,680214;-4,186088;-2,616346
2018-09-01;2,193309;-1,132091;1,015076;0,421051;-2,089301;-2,020371
2018-10-01;2,575903;-1,818836;1,072316;-0,229629;2,424911;-1,144783
2018-11-01;2,070298;-4,812359;1,03021;-0,612153;4,060258;0,797095
2018-12-01;0,926485;-2,507191;0,940723;1,154442;2,546585;2,10573
2019-01-01;-0,146181;-10,071687;0,825786;2,068035;6,309852;4,222828
2019-02-01;-2,277847;-9,058854;0,932938;2,673874;7,658263;1,138033
2019-03-01;-2,181157;-1,936019;0,968621;0,762408;2,357777;0,532361
2019-04-01;-1,695931;8,575034;1,051121;-1,361162;-4,20301;1,112057
2019-05-01;-1,494107;10,76214;1,033339;-1,915172;-5,182845;0,563812
2019-06-01;-0,988048;6,502004;1,040939;-1,776116;-5,124077;-1,699436
2019-07-01;-0,096288;4,443342;1,062189;-0,882952;-4,860219;-2,803755
2019-08-01;1,011817;1,654575;1,038405;-0,557243;-4,35869;-2,583934
2019-09-01;2,539368;-2,009896;1,011067;0,501104;-2,372504;-2,298257
2019-10-01;2,518142;-2,586861;1,065573;-0,206858;2,427633;-1,22405
2019-11-01;1,799696;-5,424148;1,023991;-0,251868;4,374749;0,902294
2019-12-01;0,936045;-2,756299;0,935955;0,913045;2,765496;2,093143
2020-01-01;-0,306599;-9,380733;0,824792;2,197384;6,454895;4,079097
2020-02-01;-1,776685;-7,5976;0,934842;3,359727;7,916989;0,976862
2020-03-01;-2,041661;-1,003382;0,975428;0,486631;2,891909;0,61853
2020-04-01;-1,84067;8,822181;1,052472;-1,703336;-4,44922;1,312769
2020-05-01;-1,511905;10,657139;1,034141;-1,827831;-5,410613;0,768843
2020-06-01;-0,823698;6,322312;1,045164;-1,995758;-5,054635;-1,663442
2020-07-01;-0,19425;3,963718;1,069169;-1,104086;-4,99502;-2,810841
2020-08-01;1,087546;1,052858;1,041383;-0,276388;-4,392172;-2,523576
2020-09-01;3,056224;-2,761834;1,009268;1,050994;-2,7216;-2,372635
2020-10-01;2,623272;-3,08403;1,057027;0,018237;2,062703;-1,323297
2020-11-01;1,282404;-5,846376;1,016411;-0,588915;4,543476;0,917574
2020-12-01;0,737023;-3,048816;0,93208;0,633048;3,030205;2,06778
2021-01-01;-0,58356;-8,425466;0,824224;2,466141;6,250607;4,001297
2021-02-01;-2,318455;-6,067119;0,933257;2,805896;7,985009;0,827933
2021-03-01;-1,800487;-0,141022;0,978767;0,697717;3,182409;0,618126
2021-04-01;-1,643119;8,76111;1,05402;-1,924651;-4,548253;1,29085
2021-05-01;-1,60814;10,578892;1,036708;-2,141765;-5,377411;0,829846
2021-06-01;-1,005666;6,120406;1,050625;-1,791243;-4,789147;-1,796968
2021-07-01;-0,195148;3,395758;1,078804;-1,285276;-4,671946;-2,671426
2021-08-01;1,423681;0,417005;1,04316;-0,240843;-4,168621;-2,266871
2021-09-01;3,157407;-3,33483;1,007768;0,970039;-2,809743;-2,228406
2021-10-01;2,687663;-3,558665;1,047257;0,53988;1,346845;-1,302023
2021-11-01;1,416139;-6,17808;1,008822;-0,578922;4,433473;0,962359
2021-12-01;0,628312;-3,329719;0,929667;0,637867;3,071993;1,991332
2022-01-01;-0,993808;-7,436223;0,827448;2,232218;5,681411;3,849424
2022-02-01;-2,340586;-4,756311;0,931124;2,640885;7,749473;0,622055
2022-03-01;-1,770852;0,602726;0,979027;0,444327;3,427843;0,5839
2022-04-01;-1,659676;8,487555;1,053399;-1,574332;-4,353183;1,236123
2022-05-01;-1,553858;10,568615;1,035347;-2,164837;-5,125792;0,720279
2022-06-01;-1,264664;6,200489;1,056414;-2,101991;-4,458043;-1,898023
2022-07-01;-0,234333;2,830612;1,087898;-1,079568;-4,201185;-2,45787
2022-08-01;1,655099;-0,268889;1,047115;-0,060049;-3,602942;-2,150393
2022-09-01;3,554916;-3,57397;1,009422;1,000167;-2,687698;-2,040057
2022-10-01;2,684524;-3,876513;1,042449;0,479205;0,521964;-1,218794
2022-11-01;1,451121;-6,358404;1,001105;-0,276997;3,876791;1,052803
2022-12-01;0,546387;-3,867091;0,925654;0,633151;2,846242;2,053372
2023-01-01;-1,117301;-6,623941;0,828656;2,155479;5,361315;3,791856
2023-02-01;-2,3182;-3,984971;0,928506;2,458813;7,573897;0,503286
2023-03-01;-1,67808;1,098453;0,974881;0,41082;3,38282;0,457846
2023-04-01;-1,967142;8,289388;1,054271;-1,669033;-4,049824;0,995396
2023-05-01;-1,624275;10,711011;1,036646;-1,958385;-4,772862;0,549838
2023-06-01;-1,272443;6,530841;1,061922;-2,139589;-4,200643;-2,071612
2023-07-01;-0,352302;2,486115;1,09512;-1,342056;-3,801556;-2,239147
2023-08-01;1,703174;-0,741322;1,048798;-0,273307;-3,058777;-1,973064
2023-09-01;3,712196;-3,551441;1,011394;1,457598;-2,449611;-1,840231
2023-10-01;2,894797;-4,166148;1,04132;0,468934;-0,06307;-1,128314
2023-11-01;1,56086;-6,550228;0,995748;-0,576488;3,269166;1,203933
2023-12-01;0,486297;-4,528067;0,920136;1,068616;2,4151;2,121426
2024-01-01;-1,194979;-6,229585;0,829749;2,307216;5,125688;3,691732
2024-02-01;-1,808143;-3,658389;0,92767;2,420368;7,507328;0,355194
2024-03-01;-1,681566;1,480546;0,971836;0,772322;3,464906;0,376621
2024-04-01;-1,86288;8,313216;1,053817;-1,971414;-3,804414;0,873659
2024-05-01;-1,81243;10,832115;1,035523;-1,99045;-4,593424;0,415048
2024-06-01;-1,597608;7,014208;1,065118;-1,833836;-4,015206;-2,157294
2024-07-01;-0,218898;2,331837;1,099213;-1,325914;-3,501049;-2,162848
2024-08-01;1,805835;-1,140064;1,051386;-0,291277;-2,701559;-1,919049
2024-09-01;3,604356;-3,56578;1,015475;1,174649;-2,342568;-1,708835
2024-10-01;2,985711;-4,242667;1,042801;0,425587;-0,314824;-1,095817
2024-11-01;2,021342;-6,574412;0,992486;-0,173423;2,792494;1,3163
2024-12-01;0,42868;-5,154174;0,914186;0,863367;2,029455;2,247139
